id,place_name,scene_description,desc_source_url
st_07492,보령종합경기장,1화에서 미지가 육상 전국대회에 선수로 출전하는 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07493,남포면집,1화에서 미지와 미래가 가족과 함께 사는 두손리 고향집 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07494,창동1리 노인회관,1화에서 두손마을 농민들이 함께 모임을 갖는 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07495,창동1길,,
st_07496,창동3길,"1화에서 미지와 미래, 호수의 고향집 주변 골목이 나오는 장면",https://kdrama-nation.com/our-unwritten-seoul-location/
st_07497,자연애마트 부여점,극 중 미지가 경구와 함께 일하는 경구마트로 나오는 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07498,상월면 농장,4화에서 미래가 딸기농장에서 일하며 농장주와 조금씩 마음을 나누는 장면,https://blog.naver.com/hsc_one1/223885660263
st_07499,고부천길,1화에서 고등학생 호수가 미지에게 자신의 장애를 고백하는 들길 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07503,문화마을 정류장,,
st_07504,추성1로,1화에서 미지가 자전거를 타고 출근하며 달리는 시골길 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07507,뉴욕증권거래소,12화에서 미국에 간 세진이 미래에게서 온 메시지를 확인하는 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07508,Empire Fulton Ferry State Park,12화에서 미국에 간 세진이 미래에게서 온 메시지를 확인하는 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
st_07509,타임즈스퀘어,12화에서 미국에 간 세진이 미래에게서 온 메시지를 확인하는 장면,https://kdrama-nation.com/our-unwritten-seoul-location/
