id,place_name,scene_description,desc_source_url
st_05107,시흥 거북섬,시흥 거북섬에서 전재준이 교통사고를 당하는 장면.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05108,부천원미경찰서,부천원미경찰서 앞에서 하도영과 전재준이 몸싸움을 벌이는 장면.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05111,한마음약국,문동은이 흉터를 견디며 약을 사던 그 가슴 아픈 동네 약국입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05112,광장부동산,문동은을 도와주던 할머니(손숙)이 운영하던 부동산입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05113,도란도란,강현남이 운영하던 반찬가게 도란도란이 등장하는 장면.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05114,송림메디컬프라자,,
st_05117,세양스파랜드,,
st_05118,장군순대국,,
st_05120,조이마당(촬영장 스튜디오),,
st_05121,천수천왕굿당,박연진 엄마가 미신에 의지해 섬뜩한 굿판을 벌이던 바로 그 굿당입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05122,큰길장례문화원,큰길장례문화원에서 손명오의 장례식장 씬이 촬영된 장면.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05131,도촌마을회관,,
st_05132,일산시장,강현남이 장을 보러 다니던 일산시장이 나오는 장면.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05133,조은의류매장,강현남의 남편이 강현남에게 옷을 사주러 함께 간 옷가게입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05134,오정부동산,,
st_05136,능곡로39번길,강현남이 살고 있던 동네로 재개발을 앞둔 듯한 낡은 골목이 드라마의 우울한 감성을 극대화하던 길입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05137,아름세탁소,,
st_05138,능곡고등학교 후문,,
st_05140,위프라임트윈타워,,
st_05141,연리지로,,
st_05142,남양중앙로,박연진이 운전을 하다가 내려서 잠시 담배를 피던 경기도 화성의 평범한 도로입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05143,의정부역 행복로,어린 박연진이 자기와 같은 옷을 입은 친구를 괴롭히던 장소입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05144,알마호텔,포천 알마호텔 입구에서 강현남이 신영준 경찰청장을 미행하는 장면.,https://blog.naver.com/ds7942001/223075622553
st_05146,오남저수지 다송쪽,박연진이 어렸을 때 부터 자신을 도와주던 경찰을 은밀히 만난 장소입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05147,한강 구리사암대교,어린 문동은이 자살하려다 다른 사람(할머니)을 구하던 장소입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05148,경기하남경찰서,박연진이 자신의 잘못과 거짓을 기자들에게 고백하던 장소입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05153,고급주택,,
st_05154,화성인더스트리,문동은이 손명오를 만나 인적 드문 공장 지대입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05155,명지령계곡펜션,,
st_05160,연곡솔향기캠핑장,연곡솔향기캠핑장 인근 바다에 강현남이 딸과 함께 놀러 간 장면.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05161,원일씽크공장,,
st_05168,토속정,논산 토속정에서 정미희(문동은 엄마)가 일하던 식당 장면.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05172,새나루마을12단지 1202동쪽,세명시 아파트 단지로 경찰의 끄나풀인 깡패들이 문동은을 미행하다가 사고가 발생한 장소입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_05173,인베이지,문동은 엄마가 학생들의 부모에게 뇌물을 받기 위해 만난 장소입니다.,https://traveltodrama.com/the-glory-filming-locations-map/
st_16448,성일아파트301동,,
st_16449,중앙자유시장,,
st_16450,김밥천국,,
st_16451,재궁치안센터,7화에서 온조 아빠 남소주(전배수)가 좀비를 뚫고 파출소에 들어가 총을 챙겨 나오는 장면.,https://m.blog.naver.com/mixsun/222640312911
