id,place_name,scene_description,desc_source_url
st_07400,퇴계로20길,극 중 호수가 미지를 업고 걸으며 속마음을 들려주는 장소로 등장,https://blog.naver.com/120seoulcall/223927025939
st_07401,필로소피라운지,,
st_07402,을지로(1),,
st_07403,을지로(2),,
st_07404,을지로5길,,
st_07405,SK텔레콤빌딩앞 택시정류장,,
st_07406,명동11길,,
st_07407,은행회관,1화에서 미지가 미래 대신 다니게 되는 한국금융관리공사로 나오는 장면,https://blog.naver.com/redmee2/223881827943
st_07408,명동고로케,6화에서 '애월고로케'라는 이름의 줄서는 맛집으로 등장하는 장면,https://blog.naver.com/hsc_one1/223893026036
st_07409,을지로2가교차로,,
st_07410,시그니쳐타워,,
st_07411,센트로폴리스,,
st_07412,광통교,극 중 주인공들이 서울 거리를 거니는 장면에 등장하는 장소,https://blog.naver.com/120seoulcall/223927025939
st_07413,서린동.SK서린빌딩 정류장,,
st_07414,한화빌딩앞,,
st_07415,청계천한빛광장,극 중 미지와 호수가 데이트하며 쉬어가는 광장으로 등장하는 장면,https://blog.naver.com/120seoulcall/223927025939
st_07416,디디피,극 중 미지가 상심에 빠진 호수에게 뜨개질을 가르쳐주는 장면에 등장,https://blog.naver.com/120seoulcall/223927025939
st_07417,신당역1번출구,,
st_07418,퇴계로83길,,
st_07419,모아주방설비,,
st_07420,어글리베이커스베이글 신당본점,,
st_07421,교보문고 광화문점,8화에서 미지와 호수가 서울 데이트 코스로 들른 서점으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07422,청진공원,,
st_07423,북촌로5길,,
st_07424,티테라피,8화에서 미지와 호수가 윤보선길 데이트 코스에서 들른 카페로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07425,감고당길(1),8화에서 미지와 호수가 데이트하며 걷는 감고당길 한옥담장길로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07426,감고당길(2),8화에서 미지와 호수가 데이트하며 걷는 감고당길 한옥담장길로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07427,북촌5가길,,
st_07428,북촌여행,,
st_07429,진닭강정 앞,8화에서 미지와 호수가 익선동 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07430,포토이즘박스 익선동점 앞,8화에서 미지와 호수가 익선동 데이트 코스에서 들른 포토부스로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07431,청수당 베이커리,8화에서 미지와 호수가 돈화문로 데이트 코스에서 들른 베이커리로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07432,온지심 옆,8화에서 미지와 호수가 돈화문로 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07433,아트몬스터 익선동점 앞,8화에서 미지와 호수가 익선동 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07434,빻 앞,8화에서 미지와 호수가 돈화문로 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07435,아씨방앗간 앞,8화에서 미지와 호수가 데이트 코스에서 들른 방앗간으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07436,뜰안 앞,,
st_07437,익선슈팅클럽 앞,8화에서 미지와 호수가 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07438,낙원역 앞,8화에서 미지와 호수가 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07439,치즈인더스트리 앞(폐업),8화에서 미지와 호수가 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07440,에일당 앞,8화에서 미지와 호수가 데이트 코스에서 들른 곳으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07441,통돼지집 앞,8화에서 미지와 호수가 데이트 코스에서 들른 식당으로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07442,마전교지하쇼핑센터(대신사),,
st_07443,이화동벽화마을,,
st_07444,개뿔,11화에서 미지와 호수가 찾아가는 낙산공원 근처 식당으로 나오는 장면,https://blog.naver.com/location_info/223891872109
st_07445,성신여자대학교 운정그린캠퍼스,,
st_07446,티틸 CAFE+BAR,,
st_07447,미즐카페엠,,
st_07448,이설함흥냉면 수유본점,8화에서 미지와 호수가 함께 간 식당으로 나오는 장면,https://blog.naver.com/location_info/223891872109
st_07449,서울의료원,"6화에서 새원병원으로 등장, 호수가 미지에게 비밀 파일을 건네는 장면",https://blog.naver.com/hsc_one1/223893026036
st_07450,어메이징브루잉컴퍼니,,
st_07451,클래식 해례커피,,
st_07452,C156,6화에서 호수와 지윤이 함께 가는 레스토랑으로 나오는 장면,https://blog.naver.com/hsc_one1/223893026036
st_07453,성수낙낙,,
st_07454,커먼그라운드,,
st_07455,쎈느 건국,11화에서 미지와 경구가 커먼그라운드에 신발을 사러 갔다가 들른 카페로 나오는 장면,https://blog.naver.com/location_info/223891872109
st_07456,시립서울천문대,10화에서 미래와 세진이 함께 가는 천문대로 나오는 장면,https://blog.naver.com/location_info/223891872109
st_07457,서울여자대학교,,
st_07458,삼육대학교,,
st_07459,반포한강공원,극 중 반포대교 달빛무지개분수와 한강 편의점 데이트 장면의 배경으로 등장(오프닝에도 사용),https://blog.naver.com/120seoulcall/223927025939
st_07460,GS25 한강반포2호점,극 중 미지와 호수가 한강 라면을 먹는 데이트 장면의 배경 편의점으로 등장,https://blog.naver.com/120seoulcall/223927025939
st_07461,서울중앙지방법원,,
st_07462,선샤인호텔,,
st_07463,세로수길,,
st_07464,스노우폭스 플라워 가로수길점,,
st_07465,고디바 가로수길 플래그십,,
st_07466,인천공항,,
st_07467,브라운핸즈 개항로,6화에서 호수와 지윤이 함께 간 달고나 카페로 나오는 장면,https://blog.naver.com/hsc_one1/223893026036
st_07468,샛별팬시문구,,
st_07469,다이스웍스 양주 본점,5화에서 호수가 지윤과 함께 간 레트로 카페로 나오는 장면,https://blog.naver.com/location_info/223891872109
st_07470,가톨릭대학교 의정부성모병원,,
st_07471,의정부시 장애인복지회관,,
st_07472,로케이션 이음,,
st_07473,오디디,,
st_07474,백금당,1화에서 미래가 미지를 데리고 간 수플레 맛집 카페로 나오는 장면,https://blog.naver.com/location_info/223877041263
st_07475,지혜의숲,,
st_07476,일산서구청소년수련관,,
st_07477,일산 한류월드 유보라 더 스마트,"6화에서 호수의 오피스텔로 등장, 미지가 아침에 눈을 뜨는 장면",https://blog.naver.com/hsc_one1/223893026036
st_07478,달맞이농원,7화에서 엄마와 교감선생님의 다툼 후 네 사람이 모이는 식당으로 나오는 장면,https://blog.naver.com/hsc_one1/223899702264
st_07479,업힐로드,7화에서 미지와 지윤이 만나는 카페로 나오는 장면,https://blog.naver.com/hsc_one1/223899702264
st_07480,안산버스터미널,,
st_07481,수원버스터미널,8화에서 미지와 호수가 서울 가이드북 여행을 떠나며 들르는 버스터미널로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07482,수원역지하상가,8화에서 미지와 호수가 서울 가이드북 여행을 떠나며 들르는 지하상가로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07483,SRC노인전문병원,,
st_07484,진성스파르타기숙학원,,
st_07485,당진우리병원,,
st_07486,호서대학교 아산캠퍼스,12화(마지막화)에서 미지와 호수가 함께 걷는 대학교(종연대)로 나오는 장면,https://blog.naver.com/location_info/223891872109
st_07487,광천버스터미널,8화에서 미지가 다시 서울로 올라가며 들르는 버스터미널로 등장하는 장면,https://blog.naver.com/hsc_one1/223900587607
st_07488,가야산주차장,,
st_07489,가야산,5화에서 고등학생 시절 미지와 호수가 올라갔던 두손봉(가야산 가야봉)으로 나오는 장면,https://blog.naver.com/location_info/223891872109
st_07490,가루실딸기,,
st_07491,대천요양원,,
st_07492,보령종합경기장,,
st_07493,남포면집,,
st_07494,창동1리 노인회관,,
st_07495,창동1길,,
st_07496,창동3길,,
st_07497,자연애마트 부여점,,
st_07498,상월면 농장,,
st_07499,고부천길,,
st_07500,백산고등학교,극 중 미지와 호수가 다닌 두손고등학교로 등장하는 장소,https://blog.naver.com/location_info/223877041263
st_07501,아산초등학교,극 중 두손초등학교로 등장하는 장소,https://blog.naver.com/hsc_one1/223841140034
st_07502,수북초등학교,극 중 미지와 엄마가 함께 일하는 초등학교로 등장하는 장소,https://blog.naver.com/location_info/223877041263
st_07503,문화마을 정류장,,
st_07504,추성1로,,
st_07505,순천드라마촬영장,김로사(현상월)의 옛 시절 회상 장면 촬영세트장으로 등장하는 장소,https://blog.naver.com/hsc_one1/223915306177
st_07506,가은고등학교,극 중 미지가 다녔던 두손중학교로 등장하는 장소,https://blog.naver.com/location_info/223877041263
st_07507,뉴욕증권거래소,,
st_07508,Empire Fulton Ferry State Park,,
st_07509,타임즈스퀘어,,
st_07510,합천영상테마파크,김로사(현상월)의 옛 시절 회상 장면 촬영세트장으로 등장하는 장소,https://blog.naver.com/hsc_one1/223915306177
