id,정정명칭,naver_place_url,lat,lng,scene_description,source_url,비고
st_15327,"어반클리프(구 오리올, 가수 정엽 운영 카페)",https://map.naver.com/p/entry/place/2087343638,,,,"https://blog.naver.com/hshyun0602/221858540952;https://blog.naver.com/msk811/223459108178","2020년 촬영 당시 1층은 '오리올'(정엽 운영)로 단밤 2호점 촬영에 사용, 이후 폐업하고 현재는 '어반클리프(URBAN CLIFF)'로 운영 중. 옥상에 'CLIFF' 글자가 남아있음(msk811, 2024)."
st_15328,꿀밤(원작자·각본가 운영 실제 상호),https://map.naver.com/p/entry/place/1586671774,,,,"https://blog.naver.com/msk811/223459108178","주의: 원본 데이터 주소(우사단로14길3)는 '꿀밤'의 실제 주소(이태원로27가길45)와 다르고, 기존 scene_description('조이서가 다니던 독서실')도 msk811 블로그 기준으로는 별개 장소인 '보광고시원/G게스트하우스'(보광로60길14-38)에 해당하는 설명이라 데이터 정합성에 의문이 있음. place_name '꿀밤포차'를 기준으로 실존 상호만 특정함."
st_15330,잭스바(Jack's Bar),https://map.naver.com/p/entry/place/1344728989,,,,"https://blog.naver.com/msk811/223459108178","msk811 블로그가 '천사의 날개'라는 별칭과 함께 정확한 주소(이태원로27가길52)로 특정. 16화 마지막회 새로이·이서 데이트 사진 촬영지로, 드라마 장면이 그대로 남아있는 곳이라고 설명함."
st_15331,프릭스(싸대기골목 앵커 상가),https://map.naver.com/p/entry/place/1871504254,,,,"https://blog.naver.com/msk811/223459108178","골목 자체는 독립된 네이버 장소ID가 없어, msk811 블로그가 명시한 정확 주소(이태원로143-13)에 위치한 1층 상가 '프릭스'를 앵커로 사용함. 3화 이서가 학폭 가해자 3명 귀싸대기를 때리는 골목으로 확인됨."
st_15332,어썸스피릿 이태원별밤(구 클럽 펌킨),,,,,"https://blog.naver.com/msk811/223459108178","msk811 블로그가 주소(이태원로179 지하2층)와 함께 현재 상호를 '어썸스피릿 이태원별밤'으로 명시했으나, 네이버 지도에서 해당 상호의 현재 장소ID를 찾지 못함(폐업·재변경 가능성). 정정명칭만 남기고 URL은 비움."
st_15333,선셋무드(Sunset Mood·구 더파이니스트 자리 추정),https://map.naver.com/p/entry/place/1193664619,,,,"https://blog.naver.com/hshyun0602/221858540952;https://blog.naver.com/msk811/223459108178","msk811(2024.5 방문기)은 '더 파이니스트'가 여전히 영업 중이라고 서술하나, 네이버 지도에서 '더파이니스트'라는 상호는 현재 검색되지 않음. 동일 주소·동일 층(회나무로41 4층)에 등록된 '선셋무드'를 대체 앵커로 사용하되 확정은 아님."
st_15334,이태원어린이놀이터공원,https://map.naver.com/p/entry/place/771038994,,,,"https://blog.naver.com/msk811/223459108178","msk811 블로그가 정확한 도로명주소(회나무로6길11-8)로 확인. 곰 미끄럼틀은 안전 문제로 철거(2024년 기준 공사 중)."
st_15335,더부스 광화문점(폐업 추정),,,,,,"현재 네이버 지도에서 '더부스 광화문점' 장소 카드가 전혀 검색되지 않고 2018~2019년 방문 후기 블로그만 남아있어 폐업으로 추정되나 확정 근거는 부족함. URL은 비워둠."
st_20821,서울밤(구 언덕집소곱창·단밤1호점 촬영지),https://map.naver.com/p/entry/place/1720336818,,,,"https://blog.naver.com/kmd_lancye/223706917160;https://blog.naver.com/369asdfg/224138343873;https://blog.naver.com/msk811/223459108178","st_15321(단밤1호점)과 동일 실제 장소. 상표권 문제로 탄밤→서울밤으로 개명, 현재 상호로 검색해야 찾을 수 있음."
st_20822,어반클리프(URBAN CLIFF·구 오리올),https://map.naver.com/p/entry/place/2087343638,,,,"https://blog.naver.com/hshyun0602/221858540952;https://blog.naver.com/msk811/223459108178","st_15327(단밤2호점/오리올)과 동일 실제 장소. 2020년 촬영 당시 1층 '오리올'(가수 정엽 운영)이었다가 현재는 '어반클리프'로 운영 중."
st_20823,게우지코지 카페,https://map.naver.com/p/entry/place/536844320,,,,"https://blog.naver.com/gml5460/223931347907","네이버 지도 등록 도로명주소는 '제주 서귀포시 보목포로 179'로, 원본 데이터 주소(보목포로 46)와 번지수가 다름. 그러나 place_name '게우지코지'와 정확히 일치하는 카페가 제주 서귀포시 보목/하효동 해안가에 유일하게 존재해 동일 업체로 판단함(도로명 재부여 또는 데이터 오류 가능성)."
st_20824,만만코코로 홍대점,https://map.naver.com/p/entry/place/1170338169,,,,"https://blog.naver.com/hs21589/222394648110;https://blog.naver.com/kbn7590/223895135678","st_15314(장가포차/만만코코로)와 동일 실제 장소."
st_20825,,,,,,"https://blog.naver.com/gangbuk_official/223844918613","강북구청 공식 블로그가 선운각을 '미스터 션샤인, 이태원 클라쓰, 부부의 세계'의 촬영지로 명시해 실제 촬영지임은 확인되나, 구체적으로 어떤 회차·어떤 장면에 등장했는지 서술한 자료를 찾지 못해 scene_description은 비워둠(지어내지 않음)."
st_20828,,,,,"12화에서 박새로이와 오수아가 데이트하며 함께 소주를 마시는 장면의 배경.","https://blog.naver.com/hs21589/221991978434",
st_20829,,,,,,"https://blog.naver.com/redmee2/223059377503","redmee2 블로그(신뢰 출처)가 예빈산 천주교 소화묘원을 '이태원 클라쓰 촬영지'로 태그했으나 구체적 장면 설명은 없어 scene_description은 비워둠. (참고: 정황상 박새로이 아버지 묘소 참배 장면으로 추정되나 근거 불충분하여 기재하지 않음)"
st_20830,,,,,,,"'용산구청'을 이태원클라쓰 실제 촬영지로 명시한 신뢰 출처를 찾지 못함(검색되는 자료는 모두 인접한 녹사평역 육교의 부출구명 '녹사평(용산구청)역' 관련일 뿐, 구청 건물 자체가 아님). scene_description 비워둠."
st_20831,,,,,"박새로이가 꿈속에서 세상을 떠난 아버지를 만나는 장면의 배경.","https://blog.naver.com/hs21589/223244614078","hs21589 블로그가 정확한 장소(구리 장자호수공원)와 장면 맥락(꿈속에서 아빠 만나는 장소)을 명시했으나 회차 번호는 언급하지 않아 'N화' 표기는 넣지 않음."
st_20832,,,,,,,"'삼성역 캐논코리아'를 이태원클라쓰 촬영지로 언급한 신뢰 출처를 찾지 못함(검색되는 자료는 캐논코리아 회사소개·복합기 렌탈 광고성 블로그뿐). scene_description 비워둠."
mv_6958_03,낙산공원,https://map.naver.com/p/entry/place/13299765,,,,,네이버 지도 도로명주소가 원본 데이터 주소(종로구 낙산길41)와 정확히 일치. 실존 랜드마크로 정체 규명에 이견 없음.
mv_6958_04,코엑스 K-POP 광장(K-POP SQUARE MEDIA),,,,,"https://korean.visitseoul.net/entertainment/COEXK-POPSquare/KOPnj8f9x","서울관광재단(서울시 공식 관광정보) 페이지가 공식 명칭을 '코엑스 K-POP 광장'(3D 파도 미디어아트, 삼성역 사거리 옥외 대형 전광판)으로 확인함. 다만 이 전광판/광장은 네이버 지도에 독립된 장소ID로 등록되어 있지 않아(건물 부속 시설) naver_place_url은 비워둠."
mv_6958_06,뚝섬한강공원,https://map.naver.com/p/entry/place/13416890,,,,,"네이버 지도 등록 지번(광진구 자양동 704-1)이 원본 데이터 지번(자양동 427-6)과 다르나, 둘 다 같은 공원 부지 내 다른 지점으로 판단됨(뚝섬한강공원 자체가 매우 넓은 면적)."
mv_6958_07,자양역(7호선),https://map.naver.com/p/entry/place/13479548,,,,,네이버 지도 도로명주소가 원본 데이터 주소(광진구 능동로10)와 정확히 일치. 실제 지하철 7호선 역명으로 실존함.
mv_6958_12,삼청동길,https://map.naver.com/p/entry/place/13513604,,,,,"네이버 지도에 등록된 '삼청동길' 장소의 도로명주소는 종로구 삼청로156(삼청공원 인근)으로, 원본 데이터 주소(종로구 팔판동67-1, 삼청동 초입 쪽)와는 같은 삼청동길의 다른 구간임. 삼청동길 자체가 남북으로 긴 도로라 장소ID를 세분화해 등록하지 않은 것으로 보이며, 별도의 '팔판동' 전용 장소ID는 확인하지 못함."
