id,place_name,scene_description,desc_source_url
st_16936,상암MBC주변,,
st_16937,YTN본사,,
st_16938,홍대입구역 사거리,,
st_16939,여의도한강공원,8화 약물 관련 에피소드에서 등장한 여의도한강공원 장면,https://blog.naver.com/cheezes2/224315687299
st_16940,정우빌딩,,
st_16941,CU 삼청점,,
st_16946,부띠끄아지트,,
st_16947,도산대로30길,,
st_16949,동서빌딩,,
st_16951,대치스카이공인중개사무소,8화에서 배우 서영희가 등장하는 장면이 촬영된 대치스카이공인중개사무소,https://blog.naver.com/daechiskyreal/224328053511
st_16954,금별맥주 청라수변점,나화진(김무열)이 최가윤 아버지 최강석(이성민)을 처음 만난 장소로 등장,https://traveltodrama.com/teach-you-a-lesson-filming-locations/
st_16956,햇내로안길,6화에서 촉법소년들이 차량을 훔치는 장면이 촬영된 인천 영종도 운서 카페거리 일대,https://blog.naver.com/cheezes2/224315687299
st_16957,인중로,,
st_16960,홍예문아파트,조규철이 과거 살던 집으로 등장한 인천 홍예문아파트,https://blog.naver.com/redmee2/224315462187;https://traveltodrama.com/teach-you-a-lesson-filming-locations/
st_16961,태양악기사,,
st_16962,수봉안로85번길,,
st_16966,교하중앙공원,,
st_16968,KT 브로 라페스타점,,
st_16971,블루버드로스터스 하이테크시티점,,
st_16972,장안로385번길 횡단보도,,
st_16973,GS25 수원이목점,,
st_16975,삼일고등학교,10화 마지막 장면인 강주고등학교 체육관 배경으로 등장한 수원 삼일고등학교,https://blog.naver.com/redmee2/224315462187
st_16978,본오프라자,,
st_16979,분당추모공원 휴,,
st_16980,은석주차장,,
st_16981,아이스크림스토리 유성점,,
st_16983,월드컵대로308번길,,
st_16986,세종충남대학교병원,학부모와 학생들이 약물 검사를 받으러 간 병원으로 등장,https://traveltodrama.com/teach-you-a-lesson-filming-locations/
st_16987,나성로,6화에서 촉법소년 추격전이 벌어진 세종시 나성동 일대 배경으로 등장,https://blog.naver.com/cheezes2/224315687299;https://traveltodrama.com/teach-you-a-lesson-filming-locations/
st_16988,도시상징광장,촉법소년이 차를 훔쳐 운전하던 장소로 등장한 세종 도시상징광장,https://traveltodrama.com/teach-you-a-lesson-filming-locations/
st_16989,더센트럴 사거리,,
st_20859,마곡중앙로,,
