id,place_name,scene_description,desc_source_url
st_09532,흑사당,임솔이 형사와 만나는 장면의 외부 배경으로 나온 헤이리마을 카페,https://blog.naver.com/hs21589/223465130094
st_09533,로스팅하우스 커피탄생,,
st_09534,문학사상,김혜윤이 다니는 영화사로 나오는 파주 출판도시 촬영지,https://blog.naver.com/hs21589/223499249883
st_09536,은행프라자,,
st_09537,르팽드파크23,,
st_09539,한채당,드라마 속 한옥 한정식당 배경으로 나온 하남의 전통 한정식 레스토랑,https://blog.naver.com/hsc_one1/223460709599
st_09549,못골시장,5~6화에서 솔과 선재 동네의 시장 배경으로 나온 수원 못골시장,https://blog.naver.com/hsc_one1/223424164589
st_09550,K3마트앞,3화에서 선재가 솔이를 태운 버스를 놓치고 뒤쫓아 달려가는 장면,https://blog.naver.com/peonyapple_/223422414400
st_09556,화홍문근처,6화에서 솔이가 화서문에서 응원하다 뛰어가 선재에게 고백하는 장면,https://blog.naver.com/openthedoa/223475762570
st_09558,권육회,15화에서 솔이가 선재를 피하며 슬퍼서 혼자 술을 마시는 장면,https://blog.naver.com/gkdus219/223460484570;https://blog.naver.com/peridot0818/223701032376
st_09560,설빙 수원망포역점,임솔과 태성이 과거로 돌아와 처음 만나는 장면이 촬영된 카페,https://blog.naver.com/hs21589/223465133103
st_09562,수원대학교,류선재가 다니는 연서대학교 체육학과로 나오는 학교,https://blog.naver.com/hsc_one1/223446224809
st_09568,스테이해돋 앞바다,새로 산 자동차가 바다에 빠지는 장면이 촬영된 고성 아야진 해변,https://blog.naver.com/hsc_one1/223453232694
st_09572,마도길(2),해안마을로 들어서는 방파제길 장면이 촬영된 태안 신진도,https://blog.naver.com/hsc_one1/223453232694
st_09573,마도길,12화에서 납치된 솔이를 선재가 찾아 나서는 해안절벽 장면,https://blog.naver.com/hyeonahna1004/223747245011
st_09574,신진부두,13화에서 주꾸미 낚시를 하러 배를 타는 선착장 장면,https://blog.naver.com/hsc_one1/223453232694
st_09578,금강공원길,1화에서 솔이가 선재에게 같이 살자며 백허그하는 삼도천 다리 장면,https://blog.naver.com/openthedoa/223475762570;https://blog.naver.com/hsc_one1/223728812969
st_09579,임실역,13화에서 솔이가 선재와 기차를 타고 가다 마지막으로 내려 이별하는 장면,https://blog.naver.com/hsc_one1/223453232694
st_08273,YTN본사,,
st_08275,여의도IFC몰,,
st_08276,노들섬,,
st_08279,"을지로입구역3,4번출구쪽",강동원이 전광판 뉴스를 보며 경호 상대를 짐작하던 장면,https://blog.naver.com/elon0119/224006405454
st_08280,삼풍상가,드라마 속 전지현의 복잡한 이동 동선이 연출된 촬영 장소,https://blog.naver.com/elon0119/224006405454
st_08283,서울경찰청,,
st_08285,평창40길,,
st_08286,평창7길,북극성 속 전지현이 런닝(달리기)하는 장면이 촬영된 곳,https://blog.naver.com/elon0119/224006405454
st_08289,잠수교,전지현이 런닝(달리기)하는 장면이 촬영된 한강 잠수교,https://blog.naver.com/elon0119/224006405454
st_08290,노보텔 앰배서더 서울강남,,
st_08291,강남대로,,
st_08292,윤빌딩,전지현의 대선 출마 선언이 송출되는 장면이 촬영된 건물,https://blog.naver.com/elon0119/224006405454
st_08294,코엑스(아셈타워쪽),전지현의 대선 출마 선언이 전광판으로 송출되는 장면,https://blog.naver.com/elon0119/224006405454
st_08296,조이마당스튜디오,,
st_08297,광명역,강동원의 이동 동선을 보여주는 지역 촬영지로 등장한 기차역,https://blog.naver.com/elon0119/224006405454
st_08298,효원공원 월화원,9월 공개된 디즈니플러스 드라마 북극성 5화 촬영지로 소개된 중국식 정원,https://blog.naver.com/ming_bl/224013472148
st_08299,세이지우드 홍천,전지현이 이야기를 경청하는 장면이 촬영된 홍천의 리조트,https://blog.naver.com/elon0119/224006405454
st_08300,청남대,권력을 둘러싼 인물들의 회의 장면이 촬영된 대통령 별장,https://blog.naver.com/elon0119/224006405454
st_08301,국립대전현충원,극중 인물들이 고인을 추모하는 장면이 촬영된 국립묘지,https://blog.naver.com/elon0119/224006405454
st_08302,대전둔산경찰서,,
st_08303,온빛자연휴양림,6화에서 전지현과 강동원이 은신처로 사용하는 산장 배경으로 나온 휴양림,https://blog.naver.com/5004yurim/224361966858;https://blog.naver.com/mijue0907/224041252508
st_08304,국립5.18민주묘지,극의 역사적 메시지와 연결된 장면이 촬영된 5·18 민주묘지,https://blog.naver.com/elon0119/224006405454
st_08305,광주송정역,강동원의 이동 동선을 보여주는 지역 촬영지로 등장한 기차역,https://blog.naver.com/elon0119/224006405454
st_08306,기림사,,
st_08307,양지골로,,
st_08308,중앙디엔씨,,
st_20528,인천국제공항 제1여객터미널,전지현의 대선 출마 선언이 전송되는 장면이 촬영된 공항,https://blog.naver.com/elon0119/224006405454
st_20529,합천영상테마파크,청와대 세트장으로 지어져 극중 청와대 장면 촬영에 사용된 곳,https://blog.naver.com/teresiahj/223643204932
st_20530,광안대교,,
st_20531,부산항대교,,
st_20532,을지로입구역 지하도상가,,
st_20533,성균관대학교,,
st_20534,소월로,전지현이 야간에 버스정류장에서 달리는 장면이 촬영된 곳,https://blog.naver.com/elon0119/224006405454
